old_tapPos,new_tapPos,sTime,eTime,stayTime,ElePower,ampereA1,ampereB1,ampereC1,ampereA2,ampereB2,ampereC2,voltageA1,voltageB1,voltageC1,voltageA2,voltageB2,voltageC2,pfA,pfB,pfC,epiA,epiB,epiC,trTemp
10,11,2018-11-04 08:58:46,2018-11-04 09:08:47,601,9322.0,514.0,519.5,543.5,76508.5,77360.0,80931.0,22361.0,22456.0,22624.0,54.0,54.5,54.0,989.0,976.0,996.0,629.0,616.0,670.5,82.0
11,10,2018-11-04 09:08:48,2018-11-04 12:58:12,13764,10330.0,526.0,538.0,538.0,81105.0,82952.0,82972.0,22421.0,22446.0,22569.0,59.0,56.0,59.0,984.0,972.0,983.0,719.0,683.0,816.0,83.7
10,11,2018-11-04 12:58:13,2018-11-04 13:08:14,601,9599.0,535.0,514.0,529.0,79708.0,76453.5,78804.0,22257.5,22224.5,22292.5,55.0,52.0,55.0,987.5,977.0,987.0,448.0,689.0,637.0,83.9
11,10,2018-11-04 13:08:15,2018-11-04 13:18:16,601,11607.0,509.0,520.0,542.0,78560.0,80009.0,83447.0,22455.0,22437.0,22577.0,59.0,64.0,59.0,933.0,939.0,975.0,459.0,687.0,634.0,85.0
10,11,2018-11-04 13:18:17,2018-11-04 13:28:18,601,9790.0,526.0,537.0,545.0,78325.0,79906.0,81271.0,22376.0,22381.0,22483.0,53.0,54.0,54.0,983.0,976.0,993.0,425.0,539.0,599.0,85.5
11,12,2018-11-04 13:28:19,2018-11-04 13:55:53,1654,12487.0,503.0,499.0,517.0,77501.0,76860.0,79794.0,22344.5,22324.5,22455.0,61.0,64.0,64.0,913.0,882.0,933.0,416.0,448.0,604.0,85.6
12,9,2018-11-04 13:55:54,2018-11-04 14:05:55,601,13458.0,506.0,476.5,521.0,80813.0,75785.0,83290.0,22363.5,22249.0,22439.0,62.0,73.0,71.0,878.0,821.0,920.0,414.0,417.0,601.0,84.6
9,10,2018-11-04 14:05:56,2018-11-04 14:47:37,2501,7731.0,522.0,518.0,520.0,75202.0,74652.0,74898.0,22239.0,22265.0,22375.0,49.0,44.0,51.0,999.0,996.0,999.0,423.0,419.0,601.0,84.9
10,11,2018-11-04 14:47:38,2018-11-04 14:57:39,601,9818.0,508.0,512.0,527.0,75470.0,76192.0,78245.0,22253.0,22302.0,22492.0,55.0,54.0,56.0,984.0,963.0,986.0,580.0,543.0,681.0,86.8
11,10,2018-11-04 14:57:40,2018-11-04 16:21:36,5036,10666.0,504.0,519.0,526.0,77696.0,80047.0,81067.0,22344.0,22398.0,22528.0,60.0,59.0,60.0,970.0,955.0,977.0,702.0,648.0,853.0,87.9
10,11,2018-11-04 16:21:37,2018-11-04 16:31:38,601,10315.0,479.0,488.0,495.0,71312.0,72629.0,73749.0,22615.0,22713.0,22872.0,59.0,58.0,59.0,974.0,951.0,974.0,650.0,643.0,859.0,87.3
11,10,2018-11-04 16:31:39,2018-11-04 16:45:13,814,10758.0,495.0,524.0,530.0,76322.0,80792.0,81734.0,22479.0,22570.0,22787.0,61.0,61.0,59.0,966.0,958.0,983.0,676.0,641.0,894.0,86.8
10,11,2018-11-04 16:45:14,2018-11-04 16:55:15,601,9860.0,489.0,496.0,505.0,72741.5,73911.5,75230.0,22610.0,22741.0,22862.0,57.0,56.0,59.0,983.0,959.5,985.0,676.0,641.0,894.0,86.7
11,10,2018-11-04 16:55:16,2018-11-04 18:43:40,6504,11335.0,501.0,511.0,515.0,77225.0,78749.0,79444.0,22514.0,22554.0,22653.0,62.0,61.0,62.0,951.0,939.0,959.0,567.0,655.0,878.0,83.3
10,9,2018-11-04 18:43:41,2018-11-04 20:00:07,4586,11916.0,494.0,503.0,519.0,73536.0,74993.0,77284.0,22524.0,22572.0,22662.0,59.0,60.0,58.0,920.0,907.0,943.0,438.0,340.0,546.0,82.0
9,10,2018-11-04 20:00:08,2018-11-04 20:46:51,2803,8097.0,520.0,530.0,526.0,74811.0,76344.0,75729.0,22301.0,22385.0,22410.0,51.0,44.0,50.0,999.0,997.0,998.0,414.0,331.0,546.0,81.6
10,11,2018-11-04 20:46:52,2018-11-04 20:56:53,601,9499.0,512.0,526.0,545.0,76330.0,78340.0,81240.5,22314.0,22362.0,22521.0,53.0,54.0,54.0,988.0,973.0,996.0,581.0,527.0,678.0,83.1
11,10,2018-11-04 20:56:54,2018-11-04 22:20:51,5037,11050.5,502.0,526.0,531.0,77421.0,81158.0,81829.0,22482.0,22524.0,22627.0,61.0,60.0,59.0,959.0,952.0,976.0,690.0,582.0,877.0,83.1
10,11,2018-11-04 22:20:52,2018-11-04 22:30:53,601,10318.0,460.0,492.0,491.0,68617.0,73283.0,73149.0,22391.0,22508.0,22488.0,60.0,59.0,57.0,953.0,951.0,974.0,658.0,558.0,887.0,82.5
11,10,2018-11-04 22:30:54,2018-11-04 23:17:56,2822,10935.0,510.0,526.0,523.0,78623.0,81097.0,80705.0,22452.0,22470.0,22552.0,61.0,58.0,61.0,970.0,952.0,970.0,631.0,527.0,866.0,82.5
10,9,2018-11-04 23:17:57,2018-11-04 23:27:58,601,9640.0,497.0,507.0,506.0,74104.0,75560.0,75515.0,22332.0,22334.0,22493.0,56.0,54.0,57.0,986.0,963.0,983.0,583.0,524.0,811.0,82.0
9,11,2018-11-04 23:27:59,2018-11-04 23:38:00,601,7226.0,467.0,501.0,526.0,67426.5,72247.0,75809.0,22241.0,22285.5,22532.0,46.0,53.0,52.0,999.0,988.0,987.0,584.0,524.0,810.0,81.4
11,10,2018-11-04 23:38:01,2018-11-05 00:54:37,4596,11499.0,512.5,527.0,529.0,79026.0,81222.0,81615.0,22475.0,22575.0,22615.0,61.0,61.0,61.0,949.0,935.0,968.0,453.0,495.0,754.0,82.0
10,9,2018-11-05 00:54:38,2018-11-05 01:12:32,1074,11988.0,492.0,509.0,520.0,73329.0,75848.0,77408.0,22694.0,22722.0,22881.0,59.0,61.0,59.0,919.0,902.0,952.0,334.0,220.0,580.0,82.0
9,10,2018-11-05 01:12:33,2018-11-05 01:27:08,875,11041.0,468.5,503.0,508.0,67389.0,72394.0,73283.0,22766.0,22847.0,22940.0,56.0,58.0,54.0,929.0,928.0,972.0,341.0,225.0,579.0,80.6
10,9,2018-11-05 01:27:09,2018-11-05 02:21:21,3252,12286.0,497.0,524.0,529.0,73967.0,77978.0,78815.0,22676.0,22673.0,22838.0,58.0,61.0,58.0,913.0,897.0,947.0,313.0,189.0,574.0,82.0
9,8,2018-11-05 02:21:23,2018-11-05 02:31:24,601,11444.0,502.0,523.0,461.0,71930.0,74820.0,66370.0,22561.0,22648.0,22685.0,63.0,47.0,57.0,948.0,941.0,878.0,295.0,182.0,573.0,81.4
8,9,2018-11-05 02:31:25,2018-11-05 02:41:26,601,7788.0,505.0,500.0,505.0,70447.0,69794.0,70524.0,22729.0,22679.0,22819.0,46.0,44.0,50.0,999.0,990.0,999.0,295.0,372.0,600.0,80.3
9,10,2018-11-05 02:41:27,2018-11-05 02:51:28,601,9214.0,498.0,505.0,507.0,71714.0,72781.0,73074.0,22627.0,22571.0,22732.0,52.0,50.0,54.0,989.0,974.0,990.0,465.0,534.0,715.0,80.3
10,11,2018-11-05 02:51:29,2018-11-05 03:22:29,1860,10083.0,518.0,531.0,539.0,77094.0,79173.0,80267.5,22748.5,22714.0,22818.0,55.0,55.0,56.0,982.0,969.0,990.0,606.0,581.0,792.0,82.0
11,10,2018-11-05 03:22:30,2018-11-05 07:14:09,13899,11456.0,506.0,528.0,531.0,78032.5,81448.0,81836.0,22678.0,22671.0,22837.0,61.0,62.0,61.0,954.0,943.0,970.0,649.0,510.0,883.0,80.4
10,9,2018-11-05 07:14:10,2018-11-05 07:58:01,2631,12241.0,528.0,522.0,542.0,78707.0,77656.0,80757.0,22833.0,22773.0,22931.0,55.0,58.0,59.0,949.0,900.0,954.0,294.0,258.0,535.0,80.4
9,8,2018-11-05 07:58:02,2018-11-05 08:51:12,3190,8922.0,504.0,510.0,525.0,72560.0,73488.0,75660.0,22465.0,22456.0,22580.0,50.0,51.0,52.0,991.0,978.0,997.0,362.0,475.0,597.0,80.9
8,1,2018-11-05 08:51:13,2018-11-05 09:01:14,601,8044.0,466.0,474.0,489.0,65018.0,66250.0,68298.0,22388.5,22393.0,22517.0,48.0,48.0,49.0,994.0,983.0,998.0,403.0,418.0,596.0,80.9
1,2,2018-11-05 09:01:15,2018-11-05 11:55:29,10454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23005.0,23056.0,23155.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,344.0,451.0,52.7
2,3,2018-11-05 11:55:30,2018-11-05 12:06:59,689,4066.0,307.0,314.0,327.0,35963.0,36876.0,38408.0,23022.0,23040.0,23192.0,36.0,36.0,37.0,993.0,999.0,986.0,275.0,333.0,425.0,54.4
3,9,2018-11-05 12:07:00,2018-11-05 12:17:01,601,4379.0,331.0,340.0,357.0,39853.0,41015.0,43115.0,22763.0,22774.5,22922.0,37.0,37.0,39.0,994.0,999.0,984.0,275.0,333.0,407.0,56.0
9,10,2018-11-05 12:17:02,2018-11-05 12:27:07,605,9485.0,506.0,503.0,531.0,72887.0,72541.0,76575.0,23005.0,22962.0,23159.0,51.0,54.0,54.0,990.0,963.0,996.0,411.0,402.0,603.0,67.6
10,11,2018-11-05 12:27:08,2018-11-05 13:16:54,2986,10209.0,520.0,536.0,547.0,77486.0,79779.0,81483.0,22837.0,22861.0,23042.0,55.0,56.0,56.0,983.0,967.0,992.0,476.0,447.0,662.0,75.0
11,10,2018-11-05 13:16:55,2018-11-05 14:28:43,4308,11520.0,515.0,525.0,537.0,79332.5,80940.5,82781.0,22775.0,22776.5,22954.5,61.0,61.0,61.0,961.0,938.0,972.0,601.0,502.0,777.0,78.1
10,1,2018-11-05 14:28:44,2018-11-05 14:38:45,601,10827.0,454.0,481.0,481.0,67657.0,71622.0,71689.0,22275.0,22326.0,22436.0,61.0,60.0,58.0,931.0,933.0,952.0,522.0,524.0,730.0,78.2
1,2,2018-11-05 14:38:46,2018-11-05 14:50:32,706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23467.0,23534.0,23639.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,523.0,730.0,65.8
2,11,2018-11-05 14:50:33,2018-11-05 15:00:34,601,5587.0,250.0,270.0,303.0,29254.0,31651.5,35500.5,23035.0,23116.0,23292.0,36.5,50.5,40.0,942.0,941.0,998.0,541.0,547.0,744.0,63.0
11,10,2018-11-05 15:00:35,2018-11-05 15:13:30,775,12835.0,503.0,514.0,521.0,77505.0,79232.0,80340.0,23160.0,23116.0,23248.0,65.0,66.0,66.0,924.0,902.0,941.0,400.0,466.0,686.0,70.3
10,9,2018-11-05 15:13:31,2018-11-05 15:28:39,908,11560.0,502.0,512.0,521.0,74809.0,76252.0,77617.0,23073.0,23050.0,23215.0,59.0,61.0,60.0,950.0,931.0,969.0,367.0,308.0,682.0,75.0
9,10,2018-11-05 15:28:40,2018-11-05 15:38:41,601,10796.0,505.0,479.0,512.0,72792.0,68954.0,73817.0,23145.0,23016.0,23195.0,52.0,55.0,61.0,985.0,905.0,972.0,374.0,300.0,633.0,75.6
10,9,2018-11-05 15:38:42,2018-11-05 16:06:01,1639,12551.0,505.0,509.0,519.0,75195.5,75805.0,77408.0,23073.0,23070.0,23208.5,61.0,61.0,62.0,927.0,893.0,934.0,340.0,274.0,558.0,77.1
9,10,2018-11-05 16:06:02,2018-11-05 16:27:31,1289,11520.0,501.0,508.0,522.0,72082.0,73043.0,75282.0,23074.0,23024.0,23167.0,54.0,56.0,57.0,951.0,911.0,962.0,282.0,187.0,479.0,78.2
10,8,2018-11-05 16:27:32,2018-11-05 16:37:33,601,12528.0,531.0,541.5,513.0,79090.0,80800.0,76366.0,22860.0,22898.0,22920.0,62.0,54.0,60.0,938.0,918.0,910.0,280.0,170.0,473.0,78.2
8,7,2018-11-05 16:37:34,2018-11-05 16:52:23,889,7856.0,526.0,516.0,527.0,73373.0,71948.0,73496.0,23117.0,23075.0,23160.0,48.0,42.0,51.0,996.0,995.0,999.0,263.0,181.0,472.0,78.2
7,2,2018-11-05 16:52:24,2018-11-05 17:02:25,601,7326.0,483.0,481.0,490.0,65381.0,65038.0,66258.0,23191.0,23218.0,23121.0,46.0,41.0,48.0,999.0,996.0,999.0,278.0,219.0,464.0,79.8
2,1,2018-11-05 17:02:26,2018-11-05 17:42:07,2381,4380.0,315.0,319.0,319.0,36953.0,37465.0,37387.5,22915.0,23014.5,22958.0,37.0,32.0,37.0,997.0,999.0,998.0,267.0,225.0,432.0,71.3
1,2,2018-11-05 17:42:08,2018-11-05 17:52:09,601,4109.0,279.0,290.0,290.0,31840.5,33129.0,33128.0,23004.0,23068.5,23057.5,35.0,33.0,35.0,999.0,999.0,998.0,310.0,298.0,430.0,69.0
2,3,2018-11-05 17:52:10,2018-11-05 19:13:22,4872,3497.0,323.0,324.0,333.0,37887.0,38053.0,39091.0,22772.0,22761.0,22852.0,34.0,31.0,36.0,973.0,994.0,981.0,143.0,222.0,267.0,67.4
3,4,2018-11-05 19:13:23,2018-11-05 20:07:02,3219,3522.0,362.0,358.0,360.0,43688.0,43097.0,43473.5,22688.0,22656.0,22762.0,36.0,32.0,37.0,963.0,977.0,982.0,113.0,205.0,249.0,66.4
4,9,2018-11-05 20:07:03,2018-11-05 20:17:04,601,3776.0,395.0,389.0,391.0,48925.0,48145.5,48364.0,22555.0,22508.0,22642.5,38.0,33.0,38.0,963.0,977.0,982.0,112.0,204.0,247.0,66.3
9,10,2018-11-05 20:17:05,2018-11-05 20:27:06,601,10553.0,502.0,512.0,519.0,70854.0,72057.0,73227.0,23076.0,23072.0,23248.0,56.0,55.0,56.0,970.0,956.0,976.0,487.0,466.0,581.0,71.6
10,11,2018-11-05 20:27:07,2018-11-05 21:31:19,3852,10464.0,504.0,521.0,529.0,75067.0,77544.0,78884.0,22905.0,22925.0,23069.0,57.0,58.0,58.0,975.0,961.0,986.0,591.0,552.0,725.0,76.8
11,10,2018-11-05 21:31:20,2018-11-05 21:47:31,971,11833.0,496.0,530.0,533.0,76520.0,81739.0,82173.0,22950.0,22990.0,23125.0,63.0,66.0,61.0,934.0,945.0,973.0,612.0,589.0,821.0,76.8
10,9,2018-11-05 21:47:32,2018-11-05 22:03:36,964,10250.0,511.0,524.0,530.0,76103.0,78119.0,78911.0,22953.0,22971.0,23154.0,56.0,56.0,58.0,984.0,962.0,990.0,578.0,520.0,790.0,76.8
9,10,2018-11-05 22:03:37,2018-11-05 22:13:38,601,9208.0,490.0,516.0,496.0,70503.0,74498.0,71524.0,23024.0,23083.0,23214.0,57.0,52.0,54.0,992.0,984.0,990.0,573.0,552.0,769.0,77.3
10,11,2018-11-05 22:13:39,2018-11-05 22:23:40,601,10518.0,498.0,521.0,517.0,74219.0,77620.0,76985.0,22958.0,23034.0,23160.0,59.0,57.0,58.0,973.0,962.0,982.0,619.0,574.0,788.0,77.3
11,10,2018-11-05 22:23:41,2018-11-05 23:00:50,2229,12053.0,518.0,515.0,528.0,79814.0,79396.0,81334.0,22879.0,22868.0,23012.0,63.0,62.0,65.0,952.0,920.0,952.0,611.0,498.0,659.0,77.8
10,9,2018-11-05 23:00:51,2018-11-05 23:53:55,3184,12186.0,496.0,512.0,525.0,73958.5,76289.0,78183.0,22763.0,22760.0,22951.0,59.0,61.0,59.0,927.0,904.0,942.0,381.0,291.0,470.0,78.4
9,10,2018-11-05 23:53:56,2018-11-06 00:13:25,1169,11455.5,470.0,506.0,500.0,67711.0,72828.0,72112.0,22583.0,22637.5,22824.5,58.0,57.0,53.0,915.0,923.0,939.5,366.0,232.0,442.0,78.3
10,9,2018-11-06 00:13:26,2018-11-06 00:38:36,1510,12469.0,509.0,526.0,529.0,75873.0,78399.0,78767.0,22586.0,22605.0,22770.0,59.0,58.0,58.0,920.0,897.0,929.0,352.0,225.0,503.0,78.9
9,10,2018-11-06 00:38:37,2018-11-06 00:48:38,601,12361.0,501.0,445.0,432.0,72190.0,64117.0,62254.0,23081.0,23047.0,23061.0,59.0,52.0,75.0,960.0,771.0,850.0,333.0,220.0,469.0,78.9
10,9,2018-11-06 00:48:39,2018-11-06 00:58:40,601,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9,7,2018-11-06 00:58:41,2018-11-06 01:08:42,601,11707.0,486.0,502.0,505.0,70010.0,72225.5,72732.0,22854.0,22860.0,22874.0,57.0,56.0,56.0,924.0,911.0,936.0,409.0,316.0,527.0,78.3
7,10,2018-11-06 01:08:43,2018-11-06 01:18:44,601,8170.0,458.5,470.0,440.5,61980.0,63560.0,59523.0,22824.0,22869.0,22866.0,52.0,42.0,48.0,991.0,995.0,975.0,411.0,361.0,530.0,77.3
10,11,2018-11-06 01:18:45,2018-11-06 02:15:35,3410,9924.0,526.0,532.0,531.0,78407.0,79262.5,79111.5,22655.0,22653.0,22726.0,56.0,51.0,56.0,989.0,977.0,986.0,642.0,584.0,766.0,81.0
11,10,2018-11-06 02:15:36,2018-11-06 03:59:01,6205,11187.0,517.0,525.0,530.0,79696.0,80963.0,81781.0,22649.0,22650.0,22832.0,61.0,60.0,62.0,971.0,949.0,971.0,727.0,672.0,799.0,81.0
10,11,2018-11-06 03:59:02,2018-11-06 04:09:03,601,10014.0,504.0,506.0,527.0,75007.0,75315.0,78552.0,22658.0,22630.0,22794.5,55.0,56.0,58.0,986.0,959.0,989.0,644.0,594.0,704.0,80.4
11,10,2018-11-06 04:09:04,2018-11-06 06:01:31,6747,11895.0,519.0,519.0,527.0,79925.0,79964.0,81266.0,22687.0,22658.0,22801.0,63.0,60.0,63.0,955.0,928.0,944.0,645.0,579.0,535.5,80.4
10,9,2018-11-06 06:01:32,2018-11-06 06:47:21,2749,12046.0,520.0,519.0,536.0,77416.0,77263.0,79891.0,22634.0,22614.0,22765.0,57.0,58.0,58.0,942.0,915.0,949.0,353.0,377.0,429.0,80.4
9,10,2018-11-06 06:47:22,2018-11-06 06:59:14,712,11166.0,509.0,503.0,519.0,73324.0,72387.0,74644.0,22523.0,22503.0,22659.0,54.0,52.0,55.0,953.0,921.0,947.0,310.0,247.0,338.0,80.4
10,9,2018-11-06 06:59:15,2018-11-06 07:09:16,601,11779.0,545.0,560.0,531.0,81007.0,83494.0,79017.0,22472.0,22488.0,22564.0,60.0,50.0,55.0,954.0,953.0,928.0,309.0,278.0,336.0,80.4
9,10,2018-11-06 07:09:17,2018-11-06 07:38:12,1735,8764.0,511.0,514.0,528.0,73560.0,74029.5,76057.0,22480.0,22457.0,22617.0,50.0,50.0,50.0,993.0,985.0,995.0,473.0,539.0,421.0,80.4
10,11,2018-11-06 07:38:13,2018-11-06 07:48:14,601,10612.5,523.5,519.0,544.0,77932.0,77188.5,80872.0,22627.5,22574.0,22758.0,55.0,56.0,56.0,976.0,954.0,980.0,538.5,575.5,495.0,81.5
11,10,2018-11-06 07:48:15,2018-11-06 10:16:35,8900,11573.0,534.0,537.0,546.0,82331.5,82765.0,84166.0,22898.0,22941.0,23023.5,61.0,59.0,62.0,969.0,952.0,968.0,662.0,605.0,671.0,82.6
10,9,2018-11-06 10:16:36,2018-11-06 11:35:50,4754,11631.0,518.0,515.0,535.0,77096.0,76660.5,79736.0,22988.0,23000.0,23144.0,59.0,58.0,59.0,952.0,933.0,960.0,432.0,440.0,401.0,82.3
9,8,2018-11-06 11:35:51,2018-11-06 12:28:04,3133,11729.0,505.0,514.0,531.0,72771.0,74004.0,76568.0,23020.0,23065.0,23187.0,56.0,56.0,55.0,940.0,925.0,951.0,292.0,255.0,258.0,82.8
8,9,2018-11-06 12:28:05,2018-11-06 13:08:48,2443,8934.0,518.0,496.0,511.0,72291.0,69166.0,71316.0,22807.0,22857.0,22922.0,49.0,43.0,50.0,998.0,984.0,985.0,323.0,329.0,222.0,82.4
9,10,2018-11-06 13:08:49,2018-11-06 13:18:50,601,9529.0,527.0,519.0,546.0,75804.0,74691.0,78590.0,22693.0,22865.0,22934.0,51.0,50.0,51.0,991.0,975.0,992.0,427.0,456.0,342.0,82.9
10,11,2018-11-06 13:18:51,2018-11-06 13:28:52,601,10769.0,511.0,518.0,532.0,76076.0,77112.0,79216.5,22610.0,22770.0,22811.0,57.0,56.0,56.0,969.0,956.0,974.0,608.0,506.0,533.5,83.9
11,10,2018-11-06 13:28:53,2018-11-06 15:52:31,8618,12003.0,521.0,528.0,533.0,80322.0,81317.0,82191.0,22719.0,22769.0,22824.0,63.0,60.0,61.0,948.0,940.0,951.0,524.0,576.0,638.0,85.6
10,9,2018-11-06 15:52:32,2018-11-06 16:53:43,3671,12514.0,508.0,509.0,521.0,75640.0,75860.0,77692.0,22774.0,22803.0,22916.0,61.0,60.0,59.0,925.0,912.0,929.0,327.0,366.0,339.0,83.9
9,8,2018-11-06 16:53:44,2018-11-06 17:06:07,743,11986.5,512.0,485.0,498.0,73711.0,69935.0,71740.5,22942.0,22980.5,23066.0,57.0,53.0,59.0,953.0,894.0,925.0,317.0,313.0,389.0,83.9
8,9,2018-11-06 17:06:08,2018-11-06 17:30:49,1481,11406.0,444.0,475.0,491.0,61912.0,66224.0,68599.0,23114.0,23179.0,23361.0,57.0,58.0,50.0,889.0,914.0,955.0,308.0,297.0,287.0,81.7
9,8,2018-11-06 17:30:50,2018-11-06 18:01:44,1854,12083.0,482.0,515.0,520.0,69406.0,74217.5,74842.0,22838.0,22925.0,23119.0,58.0,59.0,52.0,895.0,914.0,943.0,281.0,213.0,336.0,82.2
8,7,2018-11-06 18:01:45,2018-11-06 18:13:54,729,11618.5,475.0,456.0,463.0,66254.0,63656.0,64595.0,22976.0,22979.0,23072.0,55.0,52.0,60.0,935.0,856.0,905.0,258.0,187.0,336.0,82.2
7,8,2018-11-06 18:13:55,2018-11-06 18:23:56,601,10878.0,435.0,417.5,447.0,58810.0,56380.0,60461.0,23020.0,23027.0,23165.0,50.0,54.0,58.0,922.0,843.0,922.0,258.0,187.0,288.0,80.6
8,9,2018-11-06 18:23:57,2018-11-06 18:40:24,987,9108.0,510.0,484.0,503.0,71160.0,67519.5,70217.0,22697.0,22760.0,22891.0,50.0,45.0,50.0,997.0,978.0,975.0,361.0,458.0,314.0,80.6
9,10,2018-11-06 18:40:25,2018-11-06 19:12:56,1951,9188.0,511.0,503.0,526.0,73613.0,72406.0,75702.0,22507.0,22556.0,22709.0,51.0,50.0,52.0,993.0,975.0,991.0,519.0,531.0,430.0,82.7
10,11,2018-11-06 19:12:57,2018-11-06 19:22:58,601,11213.0,467.0,501.5,511.0,69887.0,74715.0,76480.0,22595.0,22690.0,22873.0,61.0,62.0,54.0,919.0,948.0,967.5,635.0,637.0,547.0,82.7
11,10,2018-11-06 19:22:59,2018-11-06 21:56:17,9198,12200.0,517.0,510.0,527.0,79629.0,78648.0,81177.0,22928.0,23007.0,23018.0,63.0,62.0,65.0,949.0,923.0,947.0,668.0,642.0,650.0,83.1
10,9,2018-11-06 21:56:18,2018-11-06 22:36:11,2393,11583.0,490.0,481.0,514.0,72900.0,71697.0,76575.0,22642.0,22660.0,22820.0,60.0,60.0,60.0,934.0,917.0,943.0,553.0,566.0,347.0,81.0
9,10,2018-11-06 22:36:12,2018-11-06 22:51:20,908,11293.0,483.0,451.0,469.0,69565.0,64983.0,67523.0,22642.0,22707.0,22823.0,59.0,54.0,62.0,951.0,893.0,907.0,415.0,350.0,311.0,80.5
10,9,2018-11-06 22:51:21,2018-11-06 23:01:22,601,12019.0,520.0,514.0,527.0,77482.0,76650.0,78454.0,22520.0,22668.0,22892.0,61.0,57.0,57.0,939.0,924.0,938.0,369.0,363.0,400.0,79.9
9,8,2018-11-06 23:01:23,2018-11-06 23:15:03,820,11084.0,490.0,496.0,516.0,70544.0,71483.0,74394.0,22513.0,22643.0,22837.0,56.0,56.0,53.0,937.0,928.0,956.0,354.0,311.0,311.0,80.0
8,9,2018-11-06 23:15:04,2018-11-06 23:25:05,601,9241.0,501.0,450.0,518.0,69940.0,62705.0,72253.0,22351.0,22367.0,22649.0,45.0,49.0,55.0,997.0,916.0,984.0,347.0,291.0,327.0,80.5
9,10,2018-11-06 23:25:06,2018-11-06 23:35:07,601,10571.0,506.0,500.0,527.0,72972.0,71812.0,75835.0,22185.0,22304.0,22540.0,52.0,52.0,54.0,966.0,925.5,965.0,374.0,284.0,317.0,81.0
10,9,2018-11-06 23:35:08,2018-11-06 23:45:39,631,12213.0,509.0,516.0,530.0,75870.0,76700.0,78958.0,22249.0,22434.0,22591.0,59.0,58.0,58.0,921.0,899.0,931.0,396.0,304.0,323.0,81.0
9,10,2018-11-06 23:45:40,2018-11-06 23:55:41,601,11514.0,472.0,495.0,515.0,67900.0,71259.0,74073.0,22445.0,22615.0,22806.0,57.0,58.0,52.0,907.0,913.0,948.0,391.0,295.0,348.0,81.5
10,9,2018-11-06 23:55:42,2018-11-07 00:45:48,3006,13031.0,498.0,477.0,489.0,74128.0,70989.0,72869.0,22596.5,22689.0,22744.0,63.0,60.0,66.0,898.0,836.0,870.0,372.0,288.0,326.0,80.5
9,7,2018-11-07 00:45:49,2018-11-07 00:55:50,601,11817.0,517.0,513.0,434.0,74383.0,73952.0,62474.0,22707.0,22926.0,22782.0,71.0,42.0,60.0,957.0,970.0,794.0,369.0,273.0,314.0,80.0
